"Market","Forecast","Timestamp"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T16:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T17:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T18:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T19:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T20:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T21:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T22:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-21T23:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-22T00:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-22T01:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-22T02:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-22T03:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-22T04:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-22T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-22T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.00%","2024-03-22T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","72.00%","2024-03-22T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","72.00%","2024-03-22T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-22T16:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-22T17:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-22T18:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-22T19:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-22T20:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-22T21:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-22T22:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-22T23:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","76.03%","2024-03-23T00:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","70.00%","2024-03-23T01:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","70.00%","2024-03-23T02:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","70.00%","2024-03-23T03:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","70.00%","2024-03-23T04:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","70.00%","2024-03-23T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","70.00%","2024-03-23T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","70.00%","2024-03-23T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","70.00%","2024-03-23T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T16:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T17:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T18:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T19:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T20:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T21:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T22:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-23T23:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T00:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T01:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T02:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T03:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T04:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T16:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T17:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T18:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T19:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T20:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T21:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T22:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-24T23:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-25T00:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","71.00%","2024-03-25T01:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T02:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T03:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T04:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T16:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T17:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","69.71%","2024-03-25T18:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","68.00%","2024-03-25T19:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","68.00%","2024-03-25T20:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","68.00%","2024-03-25T21:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","68.00%","2024-03-25T22:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","66.00%","2024-03-25T23:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","66.00%","2024-03-26T00:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","66.00%","2024-03-26T01:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","74.35%","2024-03-26T02:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","74.35%","2024-03-26T03:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","74.35%","2024-03-26T04:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","74.35%","2024-03-26T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","74.35%","2024-03-26T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","74.35%","2024-03-26T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","74.35%","2024-03-26T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","74.35%","2024-03-26T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","66.00%","2024-03-26T16:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","66.00%","2024-03-26T17:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","66.00%","2024-03-26T18:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","66.00%","2024-03-26T19:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","66.00%","2024-03-26T20:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","75.00%","2024-03-26T21:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","75.00%","2024-03-26T22:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-26T23:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T00:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T01:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T02:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T03:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T04:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","61.47%","2024-03-27T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T16:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T17:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T18:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T19:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T20:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T21:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T22:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-27T23:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-28T00:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-28T01:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-28T02:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","55.00%","2024-03-28T03:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T04:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T16:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T17:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T18:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","52.20%","2024-03-28T19:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","51.00%","2024-03-28T20:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","56.00%","2024-03-28T21:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","56.00%","2024-03-28T22:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","57.00%","2024-03-28T23:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","67.27%","2024-03-29T00:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T01:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T02:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T03:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T04:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T05:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T06:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T07:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T14:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2024-03-29T15:00:00.000Z"
"Will less than 54090 students apply to Harvard this year?","99.00%","2025-04-18T19:25:41.762Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","35.00%","2023-12-07T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-07T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-07T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-08T00:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-08T01:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-08T02:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-08T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-08T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-08T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-08T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.00%","2023-12-08T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.46%","2023-12-08T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T00:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T01:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T02:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-09T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T00:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T01:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T02:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","28.00%","2023-12-10T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.00%","2023-12-11T00:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.00%","2023-12-11T01:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.00%","2023-12-11T02:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.00%","2023-12-11T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.00%","2023-12-11T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.00%","2023-12-11T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.00%","2023-12-11T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","27.00%","2023-12-11T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","24.00%","2023-12-11T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-11T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T00:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T01:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T02:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-12T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T00:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T01:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T02:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","19.00%","2023-12-13T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-13T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-13T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-13T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-13T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-13T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-13T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T00:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T01:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T02:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-14T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","17.00%","2023-12-15T00:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T01:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T02:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T03:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T04:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T05:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T06:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T07:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T14:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","31.68%","2023-12-15T15:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","61.00%","2023-12-15T16:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","61.00%","2023-12-15T17:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","61.00%","2023-12-15T18:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","61.00%","2023-12-15T19:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","52.88%","2023-12-15T20:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","52.88%","2023-12-15T21:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","52.88%","2023-12-15T22:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","52.88%","2023-12-15T23:00:00.000Z"
"Will less than 51243 students be admitted to Harvard this year?","52.88%","2023-12-16T00:00:00.000Z"
